tenure,monthly_charges,total_charges,contract,payment_method,internet_service,tech_support,online_security,support_calls,churn
12,111.36,1336.32,One year,UPI,Fiber,No,Yes,1,0
67,66.07,4426.69,Month-to-month,UPI,Fiber,No,Yes,1,0
65,100.68,6544.2,Month-to-month,Cash,Fiber,No,No,3,1
33,56.32,1858.56,Month-to-month,UPI,DSL,Yes,No,1,0
40,105.83,4233.2,Month-to-month,Debit,DSL,No,No,4,1
43,102.47,4406.21,Month-to-month,UPI,Fiber,No,Yes,2,1
44,27.85,1225.4,Month-to-month,Cash,DSL,No,No,0,0
29,78.26,2269.54,Month-to-month,Cash,Fiber,No,Yes,4,1
13,84.0,1092.0,Month-to-month,UPI,DSL,Yes,Yes,3,1
12,20.09,241.08,Month-to-month,Credit,Fiber,Yes,No,0,0
46,117.99,5427.54,One year,Debit,DSL,Yes,No,0,1
2,60.66,121.32,Month-to-month,Debit,Fiber,No,Yes,0,1
35,71.73,2510.55,Month-to-month,Credit,Fiber,Yes,Yes,1,0
8,39.48,315.84,Month-to-month,Debit,DSL,No,No,3,1
26,81.09,2108.34,Month-to-month,Cash,Fiber,No,No,1,1
34,101.06,3436.04,Month-to-month,Cash,Fiber,Yes,Yes,3,1
7,78.59,550.13,Month-to-month,Debit,Fiber,No,No,1,0
68,98.8,6718.4,One year,Credit,DSL,Yes,Yes,1,0
58,93.11,5400.38,Month-to-month,Debit,Fiber,No,No,2,1
29,43.77,1269.33,Month-to-month,UPI,DSL,No,No,1,0
36,63.58,2288.88,Month-to-month,Cash,Fiber,Yes,Yes,2,0
21,34.86,732.06,Month-to-month,Cash,Fiber,No,No,2,0
36,24.19,870.84,Month-to-month,UPI,Fiber,No,No,2,1
10,26.31,263.1,One year,Cash,DSL,Yes,Yes,2,1
24,114.25,2742.0,Month-to-month,UPI,Fiber,No,Yes,3,1
64,118.45,7580.8,One year,Cash,,No,No,1,0
49,29.5,1445.5,Month-to-month,Credit,Fiber,No,No,0,0
36,53.52,1926.72,One year,Cash,DSL,No,Yes,2,0
24,31.44,754.56,Month-to-month,Debit,Fiber,No,Yes,2,1
23,103.42,2378.66,Month-to-month,Debit,DSL,No,No,0,1
62,69.63,4317.06,Month-to-month,Debit,Fiber,No,No,2,0
37,82.13,3038.81,Month-to-month,Debit,Fiber,No,Yes,0,0
12,73.99,887.88,One year,Credit,,No,Yes,1,0
55,91.03,5006.65,Month-to-month,Cash,DSL,Yes,No,3,1
13,51.91,674.83,One year,Debit,Fiber,No,No,2,0
23,33.75,776.25,Month-to-month,Cash,DSL,Yes,No,3,0
30,21.76,652.8,Month-to-month,Credit,Fiber,No,No,2,1
17,64.57,1097.69,Two year,UPI,DSL,No,No,3,0
62,110.78,6868.36,Month-to-month,Credit,Fiber,No,Yes,2,0
13,50.53,656.89,One year,Debit,DSL,Yes,No,0,0
59,39.6,2336.4,Month-to-month,Credit,Fiber,No,Yes,0,0
19,112.6,2139.4,Month-to-month,Debit,DSL,No,No,3,1
49,30.54,1496.46,Month-to-month,Credit,Fiber,No,Yes,1,0
12,25.18,302.16,Two year,Debit,Fiber,No,Yes,1,0
61,107.94,6584.34,Month-to-month,UPI,Fiber,No,No,3,1
19,90.09,1711.71,One year,UPI,Fiber,No,Yes,2,0
9,62.21,559.89,Two year,Cash,Fiber,Yes,No,2,1
71,95.23,6761.33,Two year,Cash,DSL,No,No,0,1
28,94.14,2635.92,Two year,Credit,DSL,No,No,3,1
52,24.01,1248.52,One year,UPI,DSL,Yes,Yes,0,0
16,87.62,1401.92,Month-to-month,Debit,Fiber,Yes,No,2,0
69,84.09,5802.21,Two year,UPI,,No,No,1,0
12,116.38,1396.56,Two year,UPI,DSL,No,No,0,0
25,116.66,2916.5,Month-to-month,UPI,Fiber,No,No,0,1
52,57.78,3004.56,Month-to-month,UPI,DSL,No,Yes,2,0
53,78.98,4185.94,Month-to-month,Debit,Fiber,No,No,2,0
23,34.14,785.22,Month-to-month,UPI,DSL,Yes,No,6,0
16,26.65,426.4,Month-to-month,UPI,Fiber,Yes,No,1,0
57,63.28,3606.96,One year,Credit,Fiber,No,No,1,0
39,88.99,3470.61,One year,Cash,Fiber,No,No,1,1
53,76.78,4069.34,One year,Cash,DSL,No,No,1,0
42,62.97,2644.74,Month-to-month,Cash,DSL,No,Yes,1,1
58,101.81,5904.98,Month-to-month,Cash,Fiber,Yes,No,2,1
39,99.44,3878.16,Two year,Debit,Fiber,No,Yes,2,1
14,93.19,1304.66,One year,Credit,DSL,No,No,1,0
5,27.7,138.5,One year,Credit,DSL,Yes,Yes,0,1
35,99.65,3487.75,One year,Credit,DSL,Yes,No,1,0
18,111.94,2014.92,One year,UPI,DSL,Yes,Yes,0,0
9,25.94,233.46,Two year,UPI,Fiber,No,No,0,0
58,60.17,3489.86,Month-to-month,Credit,Fiber,No,Yes,1,1
17,118.84,2020.28,Month-to-month,Debit,Fiber,Yes,No,1,0
7,79.92,559.44,Month-to-month,Cash,Fiber,No,No,0,1
46,71.36,3282.56,One year,Debit,DSL,Yes,No,2,0
13,37.74,490.62,Two year,Credit,Fiber,No,No,1,1
40,76.55,3062.0,Month-to-month,Cash,,No,No,1,0
42,63.9,2683.8,Month-to-month,Cash,,Yes,No,1,0
9,32.74,294.66,Month-to-month,Cash,DSL,No,No,2,0
50,66.43,3321.5,Two year,Debit,,Yes,Yes,2,0
27,36.44,983.88,Month-to-month,Credit,DSL,Yes,No,1,0
66,93.07,6142.62,Month-to-month,UPI,Fiber,No,No,1,0
5,117.36,586.8,Month-to-month,Cash,DSL,No,No,1,1
29,66.96,1941.84,Two year,Cash,DSL,No,No,1,0
37,83.24,3079.88,Month-to-month,Cash,,No,No,0,1
38,63.1,2397.8,Month-to-month,Cash,DSL,No,No,0,0
8,33.85,270.8,Month-to-month,Cash,Fiber,No,Yes,2,0
65,117.06,7608.9,One year,UPI,DSL,Yes,No,5,0
17,32.96,560.32,Month-to-month,Cash,Fiber,No,No,1,0
71,31.16,2212.36,Month-to-month,Cash,Fiber,No,No,4,0
45,65.92,2966.4,Month-to-month,UPI,Fiber,No,Yes,1,0
4,85.89,343.56,Month-to-month,Debit,Fiber,No,No,0,1
36,55.49,1997.64,One year,Credit,DSL,No,No,1,0
70,39.25,2747.5,Month-to-month,Debit,,No,No,3,1
31,101.9,3158.9,Month-to-month,Cash,Fiber,No,No,0,1
19,56.31,1069.89,One year,Debit,DSL,Yes,No,2,0
61,39.43,2405.23,One year,UPI,DSL,Yes,No,2,0
54,56.51,3051.54,Month-to-month,Cash,DSL,No,No,1,0
39,41.46,1616.94,Month-to-month,Debit,DSL,No,No,1,0
19,71.94,1366.86,One year,Credit,DSL,No,Yes,1,0
39,86.83,3386.37,Month-to-month,Debit,,No,No,2,1
67,99.96,6697.32,Two year,Cash,DSL,No,No,0,0
45,42.76,1924.2,One year,Cash,Fiber,Yes,Yes,1,0
13,36.7,477.1,One year,Cash,Fiber,No,Yes,0,0
58,21.96,1273.68,One year,UPI,,No,No,0,0
20,42.81,856.2,Month-to-month,Cash,DSL,No,No,2,0
72,22.39,1612.08,Month-to-month,Debit,DSL,No,No,0,1
61,54.55,3327.55,Month-to-month,Credit,DSL,No,Yes,2,0
39,34.57,1348.23,One year,Debit,Fiber,Yes,Yes,0,0
1,77.99,77.99,One year,Credit,DSL,No,No,2,1
3,58.37,175.11,Month-to-month,Cash,Fiber,No,Yes,3,1
62,29.36,1820.32,One year,Credit,DSL,No,Yes,1,0
63,59.99,3779.37,Month-to-month,UPI,Fiber,No,No,3,1
25,40.93,1023.25,Month-to-month,UPI,Fiber,No,No,3,1
56,88.02,4929.12,Month-to-month,UPI,Fiber,No,Yes,1,1
33,56.44,1862.52,Month-to-month,UPI,DSL,No,Yes,2,0
38,34.7,1318.6,One year,UPI,Fiber,No,Yes,2,0
6,54.96,329.76,Month-to-month,Credit,Fiber,No,No,1,0
58,42.44,2461.52,Month-to-month,Credit,Fiber,No,Yes,0,0
44,99.58,4381.52,One year,Cash,Fiber,No,Yes,1,0
45,118.34,5325.3,Two year,Credit,DSL,No,Yes,2,0
32,22.55,721.6,Month-to-month,Credit,DSL,No,No,0,0
45,89.0,4005.0,One year,Debit,DSL,No,No,7,1
61,46.4,2830.4,Month-to-month,Cash,Fiber,Yes,No,4,0
47,26.64,1252.08,Month-to-month,Credit,Fiber,No,No,4,1
21,21.44,450.24,Month-to-month,Cash,Fiber,No,Yes,2,0
36,108.1,3891.6,One year,UPI,Fiber,No,No,3,1
19,55.36,1051.84,One year,Credit,Fiber,Yes,No,1,0
20,119.45,2389.0,Month-to-month,Debit,Fiber,Yes,Yes,1,1
57,64.24,3661.68,Month-to-month,Debit,Fiber,Yes,No,2,0
18,38.76,697.68,Month-to-month,UPI,Fiber,No,No,1,0
47,97.71,4592.37,One year,Debit,Fiber,Yes,No,0,0
49,112.65,5519.85,One year,Debit,Fiber,Yes,No,2,0
14,101.56,1421.84,One year,UPI,DSL,Yes,No,1,0
15,94.52,1417.8,Month-to-month,Credit,Fiber,Yes,No,1,1
31,53.47,1657.57,Month-to-month,Debit,DSL,Yes,No,5,0
1,26.45,26.45,Month-to-month,Debit,DSL,Yes,Yes,0,0
54,40.13,2167.02,Month-to-month,Credit,Fiber,No,No,1,0
3,64.68,194.04,Month-to-month,UPI,DSL,No,Yes,2,1
16,115.62,1849.92,Two year,Debit,Fiber,No,Yes,1,1
57,92.29,5260.53,One year,Debit,DSL,No,No,1,1
12,102.83,1233.96,One year,UPI,Fiber,No,No,4,1
16,47.73,763.68,Month-to-month,Debit,DSL,No,No,1,0
72,88.38,6363.36,Month-to-month,Credit,Fiber,No,Yes,1,1
24,106.24,2549.76,Month-to-month,Debit,,No,No,1,1
28,67.94,1902.32,Month-to-month,Debit,Fiber,No,Yes,1,0
8,62.99,503.92,Month-to-month,Debit,DSL,No,Yes,1,0
36,91.94,3309.84,Two year,Credit,DSL,No,No,1,0
8,75.99,607.92,One year,Credit,DSL,No,Yes,0,1
58,119.32,6920.56,Month-to-month,Cash,DSL,No,No,4,1
60,62.51,3750.6,Month-to-month,Debit,Fiber,Yes,Yes,2,0
50,37.59,1879.5,Month-to-month,Credit,Fiber,Yes,No,1,0
28,67.19,1881.32,Month-to-month,Debit,DSL,Yes,No,0,0
41,43.52,1784.32,Two year,UPI,Fiber,No,Yes,0,1
64,76.13,4872.32,One year,UPI,Fiber,Yes,Yes,2,0
27,32.58,879.66,Month-to-month,Debit,DSL,No,No,2,0
63,115.0,7245.0,Month-to-month,UPI,Fiber,No,No,3,1
17,105.98,1801.66,Month-to-month,Credit,DSL,No,No,2,1
33,35.56,1173.48,One year,Debit,Fiber,Yes,Yes,3,0
29,37.24,1079.96,Month-to-month,Debit,DSL,No,No,4,1
13,71.24,926.12,Month-to-month,Debit,Fiber,No,Yes,1,0
46,97.29,4475.34,Month-to-month,Cash,DSL,No,No,2,1
35,41.91,1466.85,Month-to-month,Cash,DSL,No,Yes,1,0
6,26.1,156.6,Month-to-month,Cash,DSL,No,Yes,1,0
69,74.55,5143.95,Month-to-month,Debit,Fiber,No,No,2,0
47,89.16,4190.52,Month-to-month,Debit,Fiber,No,No,4,1
25,44.44,1111.0,Month-to-month,Cash,DSL,No,Yes,1,0
66,93.98,6202.68,Month-to-month,UPI,DSL,Yes,Yes,2,0
10,115.06,1150.6,Month-to-month,Credit,Fiber,No,Yes,1,1
56,33.71,1887.76,Two year,UPI,Fiber,Yes,Yes,3,0
30,71.1,2133.0,Month-to-month,Cash,Fiber,No,No,3,1
5,25.68,128.4,Month-to-month,Credit,DSL,Yes,No,2,0
33,40.67,1342.11,Month-to-month,Cash,Fiber,No,Yes,2,0
65,28.98,1883.7,Month-to-month,Credit,,No,Yes,1,1
18,60.4,1087.2,Month-to-month,Credit,DSL,No,Yes,3,1
49,102.08,5001.92,Two year,Credit,Fiber,No,Yes,3,1
11,77.71,854.81,Month-to-month,Cash,Fiber,No,No,3,1
26,42.26,1098.76,Two year,Cash,Fiber,No,No,1,0
63,24.01,1512.63,Two year,Credit,Fiber,Yes,No,1,0
59,75.34,4445.06,Two year,Debit,Fiber,No,No,2,0
27,33.28,898.56,Month-to-month,Debit,DSL,No,No,1,0
49,54.27,2659.23,Month-to-month,Debit,,No,Yes,0,0
33,71.02,2343.66,One year,Debit,DSL,No,No,2,0
1,110.37,110.37,Month-to-month,UPI,DSL,No,Yes,1,1
21,28.18,591.78,Month-to-month,UPI,Fiber,No,No,1,0
55,86.86,4777.3,One year,Debit,Fiber,Yes,No,2,0
6,21.41,128.46,Two year,Cash,DSL,Yes,No,2,0
69,82.99,5726.31,Month-to-month,Debit,DSL,No,Yes,2,1
5,75.15,375.75,Month-to-month,Credit,DSL,Yes,Yes,4,1
3,101.19,303.57,Month-to-month,Credit,DSL,No,Yes,2,1
53,73.17,3878.01,Month-to-month,Cash,DSL,Yes,No,1,0
23,55.26,1270.98,Month-to-month,Credit,Fiber,No,No,2,0
53,44.28,2346.84,One year,Debit,DSL,No,No,2,0
37,28.52,1055.24,One year,Debit,DSL,Yes,Yes,3,0
17,73.46,1248.82,Two year,Cash,Fiber,No,Yes,1,0
1,108.83,108.83,Month-to-month,Cash,Fiber,No,No,1,1
51,71.47,3644.97,Month-to-month,Cash,Fiber,No,Yes,0,0
45,93.91,4225.95,One year,UPI,DSL,No,Yes,1,0
4,49.84,199.36,Two year,Credit,Fiber,No,Yes,4,0
62,64.81,4018.22,Two year,Credit,Fiber,Yes,No,0,0
65,52.46,3409.9,Month-to-month,UPI,Fiber,Yes,No,0,0
32,30.93,989.76,Two year,Credit,Fiber,No,Yes,2,0
34,61.7,2097.8,Month-to-month,Cash,DSL,No,Yes,0,0
72,96.43,6942.96,Two year,Credit,,No,No,1,0
39,59.5,2320.5,One year,Debit,,Yes,No,1,0
26,85.02,2210.52,Month-to-month,UPI,Fiber,Yes,Yes,0,0
34,95.86,3259.24,Two year,UPI,DSL,No,No,2,1
54,52.27,2822.58,Month-to-month,Credit,Fiber,Yes,No,0,0
3,99.75,299.25,Two year,UPI,,No,Yes,1,1
50,53.89,2694.5,One year,Credit,,No,No,2,0
12,45.61,547.32,One year,Credit,,No,Yes,2,0
65,42.24,2745.6,Month-to-month,Debit,Fiber,No,No,2,1
54,39.99,2159.46,Month-to-month,Debit,Fiber,Yes,No,1,0
5,93.71,468.55,Two year,Credit,DSL,Yes,Yes,1,1
57,108.75,6198.75,Month-to-month,UPI,Fiber,Yes,No,3,1
17,43.06,732.02,One year,UPI,DSL,No,Yes,0,0
47,28.52,1340.44,One year,Debit,DSL,No,No,3,0
23,51.38,1181.74,One year,Credit,Fiber,Yes,No,1,0
14,85.78,1200.92,One year,Credit,DSL,Yes,No,2,0
66,56.85,3752.1,Month-to-month,Debit,Fiber,No,Yes,1,0
51,74.92,3820.92,Month-to-month,Credit,DSL,Yes,No,5,1
38,94.43,3588.34,One year,Debit,Fiber,Yes,No,1,0
64,60.85,3894.4,Two year,Credit,DSL,Yes,No,1,0
38,119.97,4558.86,One year,UPI,DSL,Yes,Yes,0,0
50,49.79,2489.5,Month-to-month,Debit,Fiber,No,No,2,0
30,117.82,3534.6,Two year,Credit,Fiber,Yes,No,1,0
51,40.3,2055.3,One year,Credit,DSL,No,No,1,0
63,31.09,1958.67,Month-to-month,Debit,DSL,Yes,Yes,1,0
52,95.08,4944.16,One year,Cash,Fiber,Yes,No,2,0
38,90.23,3428.74,One year,Cash,Fiber,Yes,Yes,1,0
30,101.12,3033.6,One year,Credit,Fiber,No,No,2,0
51,54.36,2772.36,One year,Credit,Fiber,No,No,2,0
5,113.08,565.4,Month-to-month,Credit,Fiber,No,No,1,1
29,31.95,926.55,Month-to-month,Cash,,Yes,Yes,4,0
4,23.03,92.12,Month-to-month,Debit,Fiber,No,No,1,1
10,50.06,500.6,Month-to-month,Cash,DSL,Yes,No,1,0
56,99.73,5584.88,Month-to-month,UPI,Fiber,Yes,No,0,1
17,87.3,1484.1,Month-to-month,Cash,DSL,No,Yes,1,1
17,63.62,1081.54,One year,Cash,DSL,No,No,2,0
69,45.63,3148.47,Month-to-month,Credit,DSL,No,Yes,1,1
34,25.93,881.62,One year,Debit,DSL,No,No,3,0
6,53.75,322.5,Month-to-month,Debit,Fiber,No,No,2,0
53,66.0,3498.0,Month-to-month,Cash,Fiber,No,No,1,0
66,88.7,5854.2,Month-to-month,Credit,DSL,No,No,0,0
43,84.6,3637.8,One year,Debit,Fiber,No,No,2,0
23,114.73,2638.79,Month-to-month,Credit,Fiber,No,No,0,1
55,30.04,1652.2,Month-to-month,Cash,Fiber,No,No,0,0
16,53.63,858.08,Month-to-month,Debit,Fiber,No,No,1,0
8,68.16,545.28,Month-to-month,UPI,Fiber,Yes,No,0,0
4,87.07,348.28,Two year,Cash,Fiber,Yes,No,2,1
4,69.55,278.2,One year,Cash,Fiber,Yes,No,0,0
56,111.28,6231.68,Month-to-month,UPI,Fiber,Yes,No,3,1
25,80.87,2021.75,Month-to-month,Cash,DSL,Yes,No,3,1
67,23.97,1605.99,Month-to-month,UPI,Fiber,No,No,2,0
67,31.37,2101.79,One year,UPI,Fiber,No,Yes,4,0
27,95.35,2574.45,Month-to-month,Cash,DSL,Yes,No,1,0
32,91.58,2930.56,One year,UPI,Fiber,No,No,1,0
50,35.35,1767.5,One year,UPI,Fiber,Yes,Yes,2,0
61,25.89,1579.29,Month-to-month,Cash,Fiber,No,No,7,1
51,77.87,3971.37,One year,Cash,DSL,No,Yes,2,1
19,83.57,1587.83,Month-to-month,UPI,Fiber,No,No,3,1
21,33.53,704.13,Month-to-month,Credit,DSL,Yes,Yes,2,0
5,67.36,336.8,Month-to-month,Cash,,No,Yes,0,1
42,50.58,2124.36,Month-to-month,Cash,Fiber,Yes,Yes,3,0
61,113.13,6900.93,One year,Credit,Fiber,Yes,No,3,0
22,41.92,922.24,One year,Cash,DSL,Yes,No,4,0
21,93.33,1959.93,Two year,Credit,DSL,Yes,No,2,0
70,71.81,5026.7,Month-to-month,Debit,,No,Yes,1,0
1,21.15,21.15,Month-to-month,Cash,,No,Yes,1,1
5,71.7,358.5,Month-to-month,Cash,Fiber,No,No,0,1
12,29.95,359.4,One year,Debit,Fiber,No,No,5,0
46,85.91,3951.86,Month-to-month,Cash,,Yes,Yes,0,0
34,76.55,2602.7,Month-to-month,UPI,DSL,Yes,No,0,0
49,21.04,1030.96,Month-to-month,UPI,Fiber,No,Yes,2,0
45,40.47,1821.15,Month-to-month,Debit,Fiber,Yes,No,2,0
27,97.62,2635.74,Month-to-month,UPI,DSL,No,Yes,2,1
26,47.58,1237.08,Month-to-month,Debit,Fiber,No,Yes,3,1
47,69.93,3286.71,Month-to-month,UPI,,No,Yes,1,0
56,51.2,2867.2,Month-to-month,Cash,DSL,Yes,Yes,1,0
63,112.15,7065.45,Month-to-month,UPI,,No,No,1,1
48,73.66,3535.68,One year,Cash,Fiber,No,No,2,0
61,89.62,5466.82,Month-to-month,UPI,DSL,Yes,No,1,0
26,28.35,737.1,Month-to-month,Debit,DSL,Yes,No,0,0
36,24.03,865.08,One year,UPI,Fiber,Yes,No,2,0
1,45.92,45.92,Month-to-month,Cash,Fiber,Yes,No,1,0
8,50.91,407.28,Two year,Debit,Fiber,No,No,2,0
52,88.77,4616.04,Month-to-month,UPI,DSL,Yes,No,0,0
47,76.91,3614.77,Month-to-month,Credit,Fiber,No,No,1,0
56,57.46,3217.76,Month-to-month,Credit,Fiber,Yes,Yes,3,0
14,85.41,1195.74,One year,Debit,DSL,No,No,4,1
28,36.36,1018.08,Month-to-month,Credit,DSL,No,Yes,1,0
2,26.35,52.7,Month-to-month,Credit,DSL,No,Yes,1,0
26,105.45,2741.7,Month-to-month,UPI,DSL,No,Yes,4,1
14,76.39,1069.46,Month-to-month,UPI,DSL,Yes,No,0,0
59,84.91,5009.69,Month-to-month,Cash,,Yes,No,2,0
56,50.72,2840.32,Month-to-month,UPI,DSL,No,Yes,3,0
7,57.2,400.4,One year,Debit,Fiber,Yes,No,0,0
3,28.24,84.72,Month-to-month,Cash,Fiber,No,No,1,1
23,105.7,2431.1,One year,Cash,DSL,No,Yes,2,0
18,79.24,1426.32,Month-to-month,UPI,Fiber,Yes,Yes,2,0
38,28.36,1077.68,Month-to-month,Cash,Fiber,No,No,2,0
15,100.45,1506.75,Two year,Cash,DSL,Yes,No,3,0
64,64.41,4122.24,One year,UPI,DSL,Yes,Yes,1,0
28,96.51,2702.28,Month-to-month,Debit,Fiber,Yes,No,1,0
39,21.26,829.14,Month-to-month,UPI,Fiber,No,No,0,0
57,22.87,1303.59,Two year,Credit,Fiber,Yes,No,1,0
17,37.08,630.36,Two year,Cash,Fiber,Yes,No,1,0
44,41.09,1807.96,One year,UPI,Fiber,No,No,3,0
25,96.4,2410.0,One year,Debit,DSL,Yes,No,1,0
17,90.67,1541.39,Month-to-month,Debit,Fiber,Yes,No,2,1
13,81.61,1060.93,Two year,Cash,DSL,No,No,1,0
25,108.49,2712.25,Month-to-month,Credit,Fiber,No,No,2,1
68,44.71,3040.28,Month-to-month,UPI,DSL,No,No,1,0
10,110.44,1104.4,Two year,Credit,Fiber,Yes,Yes,5,0
67,110.95,7433.65,Month-to-month,UPI,DSL,No,No,2,1
18,63.43,1141.74,Month-to-month,Debit,Fiber,No,No,0,0
34,29.44,1000.96,Month-to-month,Debit,,No,Yes,2,1
8,92.66,741.28,One year,Cash,DSL,No,Yes,1,1
40,53.69,2147.6,Month-to-month,Credit,DSL,Yes,No,3,0
42,99.49,4178.58,Month-to-month,Debit,DSL,Yes,No,0,0
41,36.37,1491.17,Month-to-month,Cash,,Yes,No,0,0
6,73.95,443.7,Month-to-month,Debit,DSL,No,No,1,0
52,70.81,3682.12,One year,UPI,DSL,No,Yes,1,1
26,30.03,780.78,Month-to-month,Credit,Fiber,No,No,1,0
64,56.33,3605.12,Month-to-month,Credit,DSL,No,No,2,0
59,28.48,1680.32,Month-to-month,UPI,DSL,No,No,2,1
56,66.47,3722.32,Month-to-month,UPI,Fiber,No,No,2,0
59,104.29,6153.11,Month-to-month,Credit,DSL,No,No,0,1
70,47.02,3291.4,Month-to-month,Cash,DSL,Yes,No,1,0
33,96.49,3184.17,Month-to-month,Cash,Fiber,Yes,Yes,1,1
53,38.34,2032.02,Month-to-month,Debit,Fiber,No,Yes,1,0
22,87.37,1922.14,Two year,Cash,DSL,No,No,3,1
21,111.55,2342.55,One year,Credit,Fiber,No,No,1,0
70,52.39,3667.3,Month-to-month,Cash,DSL,Yes,No,0,0
70,110.04,7702.8,Month-to-month,UPI,Fiber,No,No,2,1
4,70.54,282.16,Month-to-month,Credit,DSL,Yes,No,4,1
62,51.68,3204.16,Two year,Debit,Fiber,Yes,No,2,0
62,109.65,6798.3,Month-to-month,Credit,Fiber,Yes,Yes,2,0
24,23.2,556.8,Month-to-month,Credit,DSL,Yes,No,2,0
55,22.8,1254.0,Two year,Cash,DSL,No,Yes,2,0
9,79.98,719.82,Month-to-month,Cash,DSL,No,No,1,0
3,99.68,299.04,Month-to-month,Cash,Fiber,Yes,No,1,1
31,95.15,2949.65,Month-to-month,Debit,DSL,No,Yes,1,1
40,27.95,1118.0,Month-to-month,Debit,Fiber,No,No,1,1
36,115.03,4141.08,Month-to-month,Debit,Fiber,No,No,2,0
24,90.31,2167.44,Two year,Debit,DSL,Yes,No,0,0
6,114.91,689.46,Month-to-month,UPI,,Yes,Yes,1,0
66,52.91,3492.06,One year,Credit,DSL,No,Yes,1,0
4,89.39,357.56,Two year,Cash,Fiber,No,No,2,1
6,105.99,635.94,One year,Credit,Fiber,No,No,2,0
51,58.05,2960.55,One year,Credit,DSL,No,No,1,0
62,116.49,7222.38,Two year,Credit,,No,No,3,0
57,46.5,2650.5,Month-to-month,Cash,Fiber,No,Yes,2,1
66,51.56,3402.96,Month-to-month,Credit,Fiber,Yes,No,2,0
8,112.03,896.24,Two year,UPI,Fiber,Yes,No,4,1
26,116.97,3041.22,Month-to-month,Cash,DSL,No,Yes,0,1
51,48.52,2474.52,Month-to-month,UPI,Fiber,No,No,3,1
45,33.64,1513.8,Month-to-month,Cash,Fiber,Yes,Yes,1,0
44,95.91,4220.04,One year,Credit,DSL,Yes,No,0,0
5,112.97,564.85,Two year,Credit,Fiber,Yes,No,1,1
70,80.07,5604.9,Month-to-month,Credit,,Yes,No,0,0
26,83.45,2169.7,Month-to-month,UPI,DSL,No,No,1,1
68,96.29,6547.72,Month-to-month,Credit,Fiber,Yes,No,2,1
19,35.31,670.89,One year,Debit,DSL,Yes,Yes,1,0
20,117.35,2347.0,Month-to-month,UPI,DSL,Yes,No,1,0
12,56.43,677.16,Month-to-month,Debit,Fiber,No,No,1,0
47,82.82,3892.54,Month-to-month,Cash,DSL,No,Yes,0,0
1,66.86,66.86,One year,Debit,Fiber,No,Yes,1,0
14,66.82,935.48,One year,Debit,Fiber,Yes,Yes,1,0
64,90.27,5777.28,Month-to-month,UPI,DSL,No,Yes,3,1
38,119.47,4539.86,One year,Cash,DSL,No,No,0,1
37,85.91,3178.67,Month-to-month,Debit,DSL,Yes,Yes,3,1
11,99.41,1093.51,Month-to-month,Credit,,Yes,Yes,1,0
3,22.76,68.28,Month-to-month,Credit,DSL,Yes,No,2,0
33,101.04,3334.32,Month-to-month,Cash,DSL,Yes,No,2,0
6,50.0,300.0,Month-to-month,Debit,DSL,Yes,Yes,3,0
50,32.67,1633.5,Month-to-month,UPI,Fiber,No,Yes,1,0
10,31.33,313.3,Month-to-month,Cash,DSL,Yes,No,0,0
5,87.99,439.95,Month-to-month,Cash,Fiber,No,Yes,1,1
23,119.76,2754.48,Month-to-month,Cash,Fiber,No,No,2,1
10,86.62,866.2,Month-to-month,Cash,Fiber,No,No,3,1
44,46.23,2034.12,Month-to-month,Credit,DSL,No,No,4,1
2,40.33,80.66,One year,UPI,DSL,Yes,No,1,0
13,72.6,943.8,Month-to-month,Credit,,No,No,0,0
40,26.5,1060.0,One year,Cash,,Yes,No,3,1
2,59.93,119.86,Month-to-month,UPI,DSL,Yes,Yes,1,0
65,86.62,5630.3,Two year,Credit,Fiber,No,No,5,1
63,116.77,7356.51,Month-to-month,Debit,Fiber,No,Yes,3,1
17,62.57,1063.69,Month-to-month,Debit,Fiber,No,No,0,0
9,40.02,360.18,One year,Cash,Fiber,No,No,0,1
15,101.74,1526.1,Month-to-month,Debit,DSL,No,No,1,1
24,94.42,2266.08,Month-to-month,UPI,DSL,No,No,1,0
38,105.97,4026.86,Two year,Cash,Fiber,Yes,Yes,0,0
35,41.47,1451.45,Two year,Debit,DSL,No,No,0,1
49,60.48,2963.52,One year,UPI,DSL,No,No,2,0
69,118.16,8153.04,Month-to-month,Credit,Fiber,No,No,1,1
62,35.8,2219.6,One year,Credit,,Yes,Yes,0,0
60,87.15,5229.0,Month-to-month,UPI,Fiber,No,Yes,2,1
50,43.72,2186.0,Two year,Debit,Fiber,Yes,No,1,0
9,70.02,630.18,One year,UPI,DSL,No,Yes,3,0
34,100.05,3401.7,Month-to-month,UPI,Fiber,No,Yes,2,1
35,68.86,2410.1,Month-to-month,UPI,,No,Yes,2,0
1,100.55,100.55,One year,Credit,DSL,Yes,Yes,2,1
40,62.63,2505.2,One year,Credit,DSL,Yes,Yes,3,1
64,119.94,7676.16,One year,Credit,DSL,No,No,2,0
22,63.58,1398.76,Two year,Debit,DSL,No,No,1,0
60,34.94,2096.4,Month-to-month,Cash,Fiber,No,Yes,1,0
64,60.19,3852.16,Month-to-month,Credit,DSL,No,Yes,2,0
72,94.26,6786.72,One year,Credit,DSL,No,No,0,0
11,104.79,1152.69,Month-to-month,UPI,Fiber,Yes,Yes,2,0
14,66.01,924.14,Two year,Debit,Fiber,No,No,0,0
60,79.45,4767.0,One year,UPI,Fiber,No,No,0,0
